id,en,ja,pos,theme,level,is_frequent
127,million,100万,noun,unit,eiken3,1
128,field,野原,noun,nature,eiken3,1
129,mean,～を意味する,verb,communication,eiken3,1
130,boss,上司,noun,people,eiken3,1
131,final,最終的な,adjective,adj_quality,eiken3,1
132,interview,面接,noun,abstract,eiken3,1
133,laugh,笑う,verb,action,eiken3,1
134,part time,パートタイム,adjective,adj_state,eiken3,1
135,burn,燃える,verb,action,eiken3,1
136,forest,森,noun,nature,eiken3,1
137,pull,引く,verb,action,eiken3,1
138,rocket,ロケット,noun,tech,eiken3,1
139,action,行動,noun,abstract,eiken3,1
140,imagine,〜を想像する,verb,mind,eiken3,1
141,rest,休む,verb,action,eiken3,1
142,anytime,いつでも,adverb,time,eiken3,1
143,suitcase,スーツケース,noun,transport,eiken3,1
144,belt,ベルト,noun,clothing,eiken3,1
145,cancer,がん,noun,body,eiken3,1
146,mushroom,きのこ,noun,food,eiken3,1
147,tight,きつい,adjective,adj_size,eiken3,1
148,hill,丘,noun,nature,eiken3,1
149,statue,像,noun,object,eiken3,1
150,advice,助言,noun,abstract,eiken3,1
151,mind,心,noun,abstract,eiken3,1
152,body,体,noun,body,eiken3,1
153,medal,メダル,noun,object,eiken3,1
154,recycle,～をリサイクルする,verb,creation,eiken3,1
155,shut,〜を閉める,verb,action,eiken3,1
156,central,中央の,adjective,adj_quality,eiken3,1
157,middle,真ん中,noun,abstract,eiken3,1
158,swimsuit,水着,noun,clothing,eiken3,1
159,flight,便,noun,transport,eiken3,1
160,however,しかしながら,adverb,adverb,eiken3,1
161,kill,〜を殺す,verb,action,eiken3,1
162,tourist,観光客,noun,people,eiken3,1
163,protect,〜を保護する,verb,action,eiken3,1
164,usual,いつもの,adjective,adj_quality,eiken3,1
165,fresh,新鮮な,adjective,adj_quality,eiken3,1
166,hit,～をぶつける,verb,action,eiken3,1
167,soldier,兵士,noun,occupation,eiken3,1
168,hole,穴,noun,abstract,eiken3,1
169,national,国民の,adjective,adj_quality,eiken3,1
170,president,大統領,noun,occupation,eiken3,1
171,stage,舞台,noun,place,eiken3,1
172,billion,10億,noun,unit,eiken3,1
173,local,地域の,adjective,adj_quality,eiken3,1
174,shape,形,noun,abstract,eiken3,1
175,attend,〜に出席する,verb,action,eiken3,1
176,fact,事実,noun,abstract,eiken3,1
177,boil,～を茹でる,verb,creation,eiken3,1
178,cancel,〜を取り消す,verb,action,eiken3,1
179,horizon,地平線,noun,nature,eiken3,1
180,firework,花火,noun,event,eiken3,1
181,side,側面,noun,abstract,eiken3,1
182,luckily,幸運にも,adverb,adverb,eiken3,1
183,suit,スーツ,noun,clothing,eiken3,1
184,prepare,準備する,verb,creation,eiken3,1
185,tradition,伝統,noun,abstract,eiken3,1
186,foreign,外国の,adjective,adj_quality,eiken3,1
187,kid,子供,noun,people,eiken3,1
188,several,数個の,adjective,adj_quantity,eiken3,1
189,shrine,神社,noun,place,eiken3,1
190,narrow,狭い,adjective,adj_size,eiken3,1
191,quickly,素早く,adverb,adverb,eiken3,1
192,sightseeing,観光,noun,abstract,eiken3,1
193,clear,澄んだ,adjective,adj_quality,eiken3,1
194,sometime,いつか,adverb,time,eiken3,1
195,activity,活動,noun,event,eiken3,1
196,whole,全体の,adjective,adj_quantity,eiken3,1
197,anymore,今はもう,adverb,time,eiken3,1
198,enjoyable,楽しい,adjective,adj_emotion,eiken3,1
199,anyway,とにかく,adverb,adverb,eiken3,1
200,actually,実は,adverb,adverb,eiken3,1
