id,en,ja,pos,theme,level,is_frequent
43,rent,～を借りる,verb,action,eiken2pre,1
44,knowledge,知識,noun,abstract,eiken2pre,1
45,private,私的な,adjective,adj_quality,eiken2pre,1
46,colorful,色彩豊かな,adjective,adj_quality,eiken2pre,1
47,credit,信用,noun,abstract,eiken2pre,1
48,form,用紙,noun,object,eiken2pre,1
49,product,製品,noun,abstract,eiken2pre,1
50,complete,〜を終わらせる,verb,action,eiken2pre,1
51,gather,集まる,verb,action,eiken2pre,1
52,nearby,近くに,adverb,adverb,eiken2pre,1
53,electric,電動の,adjective,adj_quality,eiken2pre,1
54,application,応募,noun,abstract,eiken2pre,1
55,describe,～を描写する,verb,communication,eiken2pre,1
56,guard,守る,verb,action,eiken2pre,1
57,bar,棒,noun,object,eiken2pre,1
58,confuse,～を混同する,verb,action,eiken2pre,1
59,desert,砂漠,noun,nature,eiken2pre,1
60,cart,ショッピングカート,noun,object,eiken2pre,1
61,jellyfish,クラゲ,noun,animal,eiken2pre,1
62,search,探す,verb,action,eiken2pre,1
63,ant,アリ,noun,animal,eiken2pre,1
64,compete,競争する,verb,action,eiken2pre,1
65,recent,最近の,adjective,adj_quality,eiken2pre,1
66,earn,～を稼ぐ,verb,action,eiken2pre,1
67,include,～を含む,verb,action,eiken2pre,1
68,sauce,ソース,noun,food,eiken2pre,1
69,shelf,棚,noun,home,eiken2pre,1
70,gallery,美術館,noun,place,eiken2pre,1
71,lifestyle,ライフスタイル,noun,abstract,eiken2pre,1
72,outdoors,屋外で,adverb,adverb,eiken2pre,1
73,shopper,買い物客,noun,people,eiken2pre,1
74,attract,〜を惹きつける,verb,action,eiken2pre,1
75,scare,怖がらせる,verb,action,eiken2pre,1
76,additional,追加の,adjective,adj_quality,eiken2pre,1
77,department,部,noun,abstract,eiken2pre,1
78,hug,～を抱きしめる,verb,action,eiken2pre,1
79,modern,現代の,adjective,adj_quality,eiken2pre,1
80,past,過去の,adjective,adj_quality,eiken2pre,1
81,backyard,裏庭,noun,home,eiken2pre,1
82,elementary,初級の,adjective,adj_quality,eiken2pre,1
83,hunt,狩る,verb,action,eiken2pre,1
84,neighborhood,近所,noun,place,eiken2pre,1
85,hire,〜を雇う,verb,action,eiken2pre,1
86,ID,身分証明書,noun,abstract,eiken2pre,1
87,measure,～を測定する,verb,action,eiken2pre,1
88,suppose,〜と思う,verb,mind,eiken2pre,1
89,remove,〜を取り除く,verb,action,eiken2pre,1
90,screen,画面,noun,media,eiken2pre,1
91,truck,トラック,noun,transport,eiken2pre,1
92,charity,慈善団体,noun,abstract,eiken2pre,1
93,salon,美容院,noun,place,eiken2pre,1
94,favor,頼みごと,noun,abstract,eiken2pre,1
95,orchestra,オーケストラ,noun,abstract,eiken2pre,1
96,yoga,ヨガ,noun,sports,eiken2pre,1
97,electronic,電子的な,adjective,adj_quality,eiken2pre,1
98,pack,〜を詰め込む,verb,action,eiken2pre,1
99,refrigerator,冷蔵庫,noun,home,eiken2pre,1
100,ancient,古代の,adjective,adj_quality,eiken2pre,1
101,regular,通常の,adjective,adj_quality,eiken2pre,1
102,brand,ブランド,noun,abstract,eiken2pre,1
103,research,調査,noun,abstract,eiken2pre,1
104,campus,キャンパス,noun,place,eiken2pre,1
105,grocery,食料品,noun,food,eiken2pre,1
106,membership,会員であること,noun,abstract,eiken2pre,1
107,title,題名,noun,media,eiken2pre,1
108,battery,電池,noun,tech,eiken2pre,1
109,lie,うそをつく,verb,action,eiken2pre,1
110,belong,所属する,verb,action,eiken2pre,1
111,none,一つも～ない,pronoun,pronoun,eiken2pre,1
112,retire,引退する,verb,action,eiken2pre,1
113,career,職業,noun,abstract,eiken2pre,1
114,climate,気候,noun,nature,eiken2pre,1
115,nowadays,今日では,adverb,time,eiken2pre,1
116,advanced,上級の,adjective,adj_quality,eiken2pre,1
117,combine,〜を結合する,verb,action,eiken2pre,1
118,harmful,有害な,adjective,adj_quality,eiken2pre,1
119,except,～を除いては,preposition,preposition,eiken2pre,1
120,nearly,ほとんど,adverb,adverb,eiken2pre,1
121,respect,～を尊敬する,verb,mind,eiken2pre,1
122,magic,魔法,noun,abstract,eiken2pre,1
123,replace,〜を取り換える,verb,action,eiken2pre,1
124,situation,状況,noun,abstract,eiken2pre,1
125,boyfriend,彼氏,noun,people,eiken2pre,1
126,article,記事,noun,media,eiken2pre,1
127,certain,ある種の,adjective,adj_quality,eiken2pre,1
128,indoors,屋内で,adverb,adverb,eiken2pre,1
129,balance,バランスをとる,verb,action,eiken2pre,1
130,connect,～をつなぐ,verb,action,eiken2pre,1
131,breathe,呼吸する,verb,action,eiken2pre,1
132,path,小道,noun,nature,eiken2pre,1
133,spider,クモ,noun,animal,eiken2pre,1
134,wipe,～を拭く,verb,action,eiken2pre,1
135,remind,（人）に〜を思い出させる,verb,action,eiken2pre,1
136,championship,選手権,noun,sports,eiken2pre,1
137,discovery,発見,noun,abstract,eiken2pre,1
138,network,ネットワーク,noun,tech,eiken2pre,1
139,afterward,後で,adverb,time,eiken2pre,1
140,poem,詩,noun,media,eiken2pre,1
141,least,最も少ない,adjective,adj_quantity,eiken2pre,1
142,cleaner,清掃員,noun,occupation,eiken2pre,1
143,presentation,発表,noun,event,eiken2pre,1
144,normal,普通の,adjective,adj_quality,eiken2pre,1
145,danger,危険,noun,abstract,eiken2pre,1
146,emergency,緊急事態,noun,abstract,eiken2pre,1
147,nut,木の実,noun,abstract,eiken2pre,1
148,debate,討論,noun,event,eiken2pre,1
149,challenge,挑戦,noun,abstract,eiken2pre,1
150,makeup,化粧,noun,clothing,eiken2pre,1
151,lobster,ロブスター,noun,animal,eiken2pre,1
152,rescue,～を救助する,verb,action,eiken2pre,1
153,Atlantic,大西洋の,adjective,adj_state,eiken2pre,1
154,bother,～に迷惑をかける,verb,action,eiken2pre,1
155,heater,暖房装置,noun,home,eiken2pre,1
156,pour,～を注ぐ,verb,action,eiken2pre,1
157,relaxing,リラックスできる,adjective,adj_emotion,eiken2pre,1
158,stretch,ストレッチをする,verb,action,eiken2pre,1
159,deeply,深く,adverb,adverb,eiken2pre,1
160,headphone,ヘッドホン,noun,tech,eiken2pre,1
161,photography,写真撮影,noun,media,eiken2pre,1
162,mostly,主として,adverb,adverb,eiken2pre,1
163,character,登場人物,noun,abstract,eiken2pre,1
164,note,メモ,noun,media,eiken2pre,1
165,translate,〜を翻訳する,verb,communication,eiken2pre,1
166,cough,咳,noun,body,eiken2pre,1
167,basic,基本的な,adjective,adj_quality,eiken2pre,1
168,average,平均,noun,unit,eiken2pre,1
169,greet,～に挨拶する,verb,communication,eiken2pre,1
170,grill,焼く,verb,action,eiken2pre,1
171,bill,請求書,noun,abstract,eiken2pre,1
172,invitation,招待,noun,abstract,eiken2pre,1
173,accept,～を受け入れる,verb,action,eiken2pre,1
174,convenience,便利さ,noun,abstract,eiken2pre,1
175,audience,観衆,noun,people,eiken2pre,1
176,elderly,年配の,adjective,adj_state,eiken2pre,1
177,press,押す,verb,action,eiken2pre,1
178,active,活動的な,adjective,adj_quality,eiken2pre,1
179,relative,親戚,noun,people,eiken2pre,1
180,separate,〜を分ける,verb,action,eiken2pre,1
181,broadcast,放送する,verb,communication,eiken2pre,1
182,lift,～を持ち上げる,verb,action,eiken2pre,1
183,topic,話題,noun,abstract,eiken2pre,1
184,effort,努力,noun,abstract,eiken2pre,1
185,technique,技術,noun,abstract,eiken2pre,1
186,coupon,割引券,noun,object,eiken2pre,1
187,require,〜を必要とする,verb,action,eiken2pre,1
188,laundry,洗濯物,noun,home,eiken2pre,1
189,select,〜を選ぶ,verb,action,eiken2pre,1
190,journey,旅行,noun,abstract,eiken2pre,1
191,instruction,指示,noun,abstract,eiken2pre,1
192,discuss,〜について議論する,verb,communication,eiken2pre,1
193,diver,ダイバー,noun,occupation,eiken2pre,1
194,detail,詳細,noun,abstract,eiken2pre,1
195,flavor,味,noun,food,eiken2pre,1
196,valuable,貴重な,adjective,adj_quality,eiken2pre,1
197,review,復習する,verb,action,eiken2pre,1
198,nicely,うまく,adverb,adverb,eiken2pre,1
199,turn,～歳になる,verb,action,eiken2pre,1
200,whenever,〜するときはいつでも,conjunction,conjunction,eiken2pre,1
