id,en,ja,pos,theme,level,is_frequent
95,expand,〜を拡大する,verb,action,eiken2pre,0
96,extend,～を延ばす,verb,action,eiken2pre,0
97,fill out,～に記入する,verb,action,eiken2pre,0
98,fill up,〜をいっぱいにする,verb,action,eiken2pre,0
99,flash,ピカッとひかる,verb,action,eiken2pre,0
100,focus on,～に焦点を絞る,verb,action,eiken2pre,0
101,fold,〜を折りたたむ,verb,action,eiken2pre,0
102,force,強制する,verb,action,eiken2pre,0
103,forgive,～を許す,verb,action,eiken2pre,0
104,freeze,凍る,verb,action,eiken2pre,0
105,frighten,〜を怖がらせる,verb,action,eiken2pre,0
106,fulfill,～を果たす,verb,action,eiken2pre,0
107,gather,集まる,verb,action,eiken2pre,1
108,get away,抜け出す,verb,action,eiken2pre,0
109,get out of,〜（義務・責任）から免れる,verb,action,eiken2pre,0
110,get used to,～に慣れる,verb,action,eiken2pre,0
111,govern,～を統治する,verb,action,eiken2pre,0
112,grab,～を引っ掴む,verb,action,eiken2pre,0
113,grill,焼く,verb,action,eiken2pre,1
114,guard,守る,verb,action,eiken2pre,1
115,hand in,～を提出する,verb,action,eiken2pre,0
116,hand out,〜を配る,verb,action,eiken2pre,0
117,hang up,電話を切る,verb,action,eiken2pre,0
118,happen to do,たまたま～する,verb,action,eiken2pre,0
119,harm,〜を損なう,verb,action,eiken2pre,0
120,have a baby,赤ちゃんを産む,verb,action,eiken2pre,0
121,hire,〜を雇う,verb,action,eiken2pre,1
122,hold on,待つ,verb,action,eiken2pre,0
123,hope for,～を願う,verb,action,eiken2pre,0
124,hug,～を抱きしめる,verb,action,eiken2pre,1
125,hunt,狩る,verb,action,eiken2pre,1
126,import,～を輸入する,verb,action,eiken2pre,0
127,impress,～を感動させる,verb,action,eiken2pre,0
128,include,～を含む,verb,action,eiken2pre,1
129,increase,増加する,verb,action,eiken2pre,0
130,inspire,〜を鼓舞する,verb,action,eiken2pre,0
131,involve,～を巻き込む,verb,action,eiken2pre,0
132,keep up with,遅れずに付いていく,verb,action,eiken2pre,0
133,knit,〜を編む,verb,action,eiken2pre,0
134,lack,欠けている,verb,action,eiken2pre,0
135,lead to,～につながる,verb,action,eiken2pre,0
136,leave alone,～をひとりにしておく,verb,action,eiken2pre,0
137,leave behind,～を置いていく,verb,action,eiken2pre,0
138,let down,～を失望させる,verb,action,eiken2pre,0
139,lie,うそをつく,verb,action,eiken2pre,1
140,lift,～を持ち上げる,verb,action,eiken2pre,1
141,link,～を結びつける,verb,action,eiken2pre,0
142,live on,～を常食とする,verb,action,eiken2pre,0
143,locate,（〜の）位置を突き止める,verb,action,eiken2pre,0
144,lock,～に鍵をかける,verb,action,eiken2pre,0
145,look down on,～を見下す,verb,action,eiken2pre,0
146,look into,〜を調べる,verb,action,eiken2pre,0
147,look out,用心する,verb,action,eiken2pre,0
148,look over,〜をざっと調べる,verb,action,eiken2pre,0
149,look through,～にざっと目を通す,verb,action,eiken2pre,0
150,look up,～を調べる,verb,action,eiken2pre,0
151,lose control,〜を抑えられなくなる,verb,action,eiken2pre,0
152,lower,～を下げる,verb,action,eiken2pre,0
153,maintain,維持する,verb,action,eiken2pre,0
154,major,専攻する,verb,action,eiken2pre,0
155,major in,〜を専攻する,verb,action,eiken2pre,0
156,make effort,努力する,verb,action,eiken2pre,0
157,make fun of,〜をからかう,verb,action,eiken2pre,0
158,make sense,筋が通る,verb,action,eiken2pre,0
159,make up for,～の埋め合わせをする,verb,action,eiken2pre,0
160,manage,〜をなんとかやり遂げる,verb,action,eiken2pre,0
161,measure,～を測定する,verb,action,eiken2pre,1
162,memorize,〜を暗記する,verb,action,eiken2pre,0
163,mix up,～を混同する,verb,action,eiken2pre,0
164,obey,～に従う,verb,action,eiken2pre,0
165,observe,観察する,verb,action,eiken2pre,0
166,occupy,～を占める,verb,action,eiken2pre,0
167,operate,操作する,verb,action,eiken2pre,0
168,pack,〜を詰め込む,verb,action,eiken2pre,1
169,participate,参加する,verb,action,eiken2pre,0
170,pass by,～のそばを通る,verb,action,eiken2pre,0
171,paste,貼り付ける,verb,action,eiken2pre,0
172,pick up,〜を車で迎えに行く,verb,action,eiken2pre,0
173,plug,〜を塞ぐ,verb,action,eiken2pre,0
174,polish,～を磨く,verb,action,eiken2pre,0
175,pour,～を注ぐ,verb,action,eiken2pre,1
176,pray,祈る,verb,action,eiken2pre,0
177,prepare for,～の準備をする,verb,action,eiken2pre,0
178,press,押す,verb,action,eiken2pre,1
179,pretend,〜のふりをする,verb,action,eiken2pre,0
180,prevent,～を防ぐ,verb,action,eiken2pre,0
181,promote,〜を昇進させる,verb,action,eiken2pre,0
182,prove,～を証明する,verb,action,eiken2pre,0
183,provide,〜を提供する,verb,action,eiken2pre,0
184,punish,〜を罰する,verb,action,eiken2pre,0
185,put aside,〜を貯めておく,verb,action,eiken2pre,0
186,put away,〜を片付ける,verb,action,eiken2pre,0
187,put down,書き留める,verb,action,eiken2pre,0
188,put off,〜を延期する,verb,action,eiken2pre,0
189,put out,火を消す,verb,action,eiken2pre,0
190,put up with,～を我慢する,verb,action,eiken2pre,0
191,reach for,～に手を伸ばす,verb,action,eiken2pre,0
192,recognize,〜だとわかる,verb,action,eiken2pre,0
193,recover,回復する,verb,action,eiken2pre,0
194,reduce,〜を減らす,verb,action,eiken2pre,0
195,refresh,気分転換する,verb,action,eiken2pre,0
196,reject,～を拒否する,verb,action,eiken2pre,0
197,relate,関係がある,verb,action,eiken2pre,0
198,release,～を解放する,verb,action,eiken2pre,0
199,remain,～のままである,verb,action,eiken2pre,0
200,remind,（人）に〜を思い出させる,verb,action,eiken2pre,1
201,remove,〜を取り除く,verb,action,eiken2pre,1
202,rent,～を借りる,verb,action,eiken2pre,1
203,replace,〜を取り換える,verb,action,eiken2pre,1
204,require,〜を必要とする,verb,action,eiken2pre,1
205,rescue,～を救助する,verb,action,eiken2pre,1
206,resemble,～に似ている,verb,action,eiken2pre,0
207,reserve,〜を予約する,verb,action,eiken2pre,1
208,result from,～の結果として起こる,verb,action,eiken2pre,0
209,result in,〜をもたらす,verb,action,eiken2pre,0
210,retire,引退する,verb,action,eiken2pre,1
211,reverse,〜を逆にする,verb,action,eiken2pre,0
212,review,復習する,verb,action,eiken2pre,1
213,run into,～と偶然出会う,verb,action,eiken2pre,0
214,run out of,～がなくなる,verb,action,eiken2pre,0
215,scare,怖がらせる,verb,action,eiken2pre,1
216,search,探す,verb,action,eiken2pre,1
217,search for,～を探す,verb,action,eiken2pre,0
218,see if,～かどうか確かめる,verb,action,eiken2pre,0
219,see off,〜を見送る,verb,action,eiken2pre,0
220,see that,〜するように取り計らう,verb,action,eiken2pre,0
221,seek,求める,verb,action,eiken2pre,0
222,seem like,～のように見える,verb,action,eiken2pre,0
223,select,〜を選ぶ,verb,action,eiken2pre,1
224,send out,～を発送する,verb,action,eiken2pre,0
225,separate,〜を分ける,verb,action,eiken2pre,1
226,sew,縫う,verb,action,eiken2pre,0
227,shoot,撃つ,verb,action,eiken2pre,0
228,shorten,～を短くする,verb,action,eiken2pre,0
229,show off,見せびらかす,verb,action,eiken2pre,0
230,shut down,～を閉鎖する,verb,action,eiken2pre,0
231,sign up for,〜に入会する,verb,action,eiken2pre,0
232,sink,沈む,verb,action,eiken2pre,0
233,skip,省く,verb,action,eiken2pre,0
234,sleep well,よく眠る,verb,action,eiken2pre,0
235,specialize,専門とする,verb,action,eiken2pre,0
236,spill,〜をこぼす,verb,action,eiken2pre,0
237,stand by,〜を支援する,verb,action,eiken2pre,0
238,stare,見つめる,verb,action,eiken2pre,0
239,start with,～から始める,verb,action,eiken2pre,0
240,stay in bed,ベッドで休む,verb,action,eiken2pre,0
241,stay out,関与しない,verb,action,eiken2pre,0
242,stick,くっつく,verb,action,eiken2pre,0
243,stretch,ストレッチをする,verb,action,eiken2pre,1
244,succeed,成功する,verb,action,eiken2pre,0
245,succeed in,〜に成功する,verb,action,eiken2pre,0
246,suffer,苦しむ,verb,action,eiken2pre,0
247,suffer from,〜に苦しむ,verb,action,eiken2pre,0
248,supply,～を供給する,verb,action,eiken2pre,0
249,surround,～を囲む,verb,action,eiken2pre,0
250,swing,〜を揺らす,verb,action,eiken2pre,0
251,switch,切り替える,verb,action,eiken2pre,0
252,take a bite,一口食べる,verb,action,eiken2pre,0
253,take a nap,昼寝をする,verb,action,eiken2pre,0
254,take after,〜に似ている,verb,action,eiken2pre,0
255,take away,〜を片付ける,verb,action,eiken2pre,0
256,take care,注意する,verb,action,eiken2pre,0
257,take over,～を引き継ぐ,verb,action,eiken2pre,0
258,tear,〜を裂く,verb,action,eiken2pre,0
259,tease,～をからかう,verb,action,eiken2pre,0
260,trade,交換する,verb,action,eiken2pre,1
261,trap,～を閉じ込める,verb,action,eiken2pre,0
262,treat,〜を治療する,verb,action,eiken2pre,0
263,turn,～歳になる,verb,action,eiken2pre,1
264,turn down,～を断る,verb,action,eiken2pre,0
265,turn on,〜をつける,verb,action,eiken2pre,0
266,vote,投票する,verb,action,eiken2pre,0
267,wave,手を振る,verb,action,eiken2pre,0
268,wear out,〜をすり減らす,verb,action,eiken2pre,0
269,weigh,〜の重さを測る,verb,action,eiken2pre,0
270,wipe,～を拭く,verb,action,eiken2pre,1
271,wound,～を傷つける,verb,action,eiken2pre,0
272,admire,～に感心する,verb,mind,eiken2pre,0
273,appreciate,〜に感謝する,verb,mind,eiken2pre,0
274,come to do,〜するようになる,verb,mind,eiken2pre,0
275,consider,〜についてよく考える,verb,mind,eiken2pre,0
276,decide on,〜に決める,verb,mind,eiken2pre,0
277,dislike,〜を嫌う,verb,mind,eiken2pre,0
278,feel at home,くつろぐ,verb,mind,eiken2pre,0
279,figure out,～を理解する,verb,mind,eiken2pre,0
280,get over,～を克服する,verb,mind,eiken2pre,0
281,ignore,～を無視する,verb,mind,eiken2pre,0
282,intend,～を意図する,verb,mind,eiken2pre,0
283,keep in mind,〜を心に留めておく,verb,mind,eiken2pre,0
284,look up to,～を尊敬する,verb,mind,eiken2pre,0
285,make out,〜を理解する,verb,mind,eiken2pre,0
286,make sure,～だと確かめる,verb,mind,eiken2pre,0
287,prefer,～を好む,verb,mind,eiken2pre,0
288,regret,～を後悔する,verb,mind,eiken2pre,0
289,rely,頼る,verb,mind,eiken2pre,0
290,rely on,〜に頼る,verb,mind,eiken2pre,0
291,respect,～を尊敬する,verb,mind,eiken2pre,1
292,suppose,〜と思う,verb,mind,eiken2pre,1
293,trust,～を信用する,verb,mind,eiken2pre,0
294,wonder about,～について不思議に思う,verb,mind,eiken2pre,0
295,announce,発表する,verb,communication,eiken2pre,1
296,apologize,謝罪する,verb,communication,eiken2pre,0
297,appeal,控訴する,verb,communication,eiken2pre,0
298,appeal to,〜の興味を引く,verb,communication,eiken2pre,0
299,argue,～と主張する,verb,communication,eiken2pre,0
300,ask to do,人に〜してほしいと頼む,verb,communication,eiken2pre,0
301,broadcast,放送する,verb,communication,eiken2pre,1
302,chat,おしゃべりする,verb,communication,eiken2pre,0
303,communicate,意思を通じ合う,verb,communication,eiken2pre,1
304,describe,～を描写する,verb,communication,eiken2pre,1
305,discuss,〜について議論する,verb,communication,eiken2pre,1
306,greet,～に挨拶する,verb,communication,eiken2pre,1
307,insist,強く主張する,verb,communication,eiken2pre,0
308,make noise,音を立てる,verb,communication,eiken2pre,0
309,mention,〜に言及する,verb,communication,eiken2pre,0
310,point out,～を指摘する,verb,communication,eiken2pre,0
311,pronounce,～を発音する,verb,communication,eiken2pre,0
312,propose,提案する,verb,communication,eiken2pre,0
313,recommend,〜を勧める,verb,communication,eiken2pre,1
314,refer,言及する,verb,communication,eiken2pre,0
315,reply,返事をする,verb,communication,eiken2pre,0
316,request,～を要請する,verb,communication,eiken2pre,0
317,scold,～を叱る,verb,communication,eiken2pre,0
318,scream,叫び声を上げる,verb,communication,eiken2pre,0
319,speak up,もっと大きな声で話す,verb,communication,eiken2pre,0
320,stand for,～を意味する,verb,communication,eiken2pre,0
321,suggest,〜を提案する,verb,communication,eiken2pre,1
322,tell a lie,嘘をつく,verb,communication,eiken2pre,0
323,translate,〜を翻訳する,verb,communication,eiken2pre,1
324,warn,〜に警告する,verb,communication,eiken2pre,0
325,whisper,～をささやく,verb,communication,eiken2pre,0
326,yell,叫び声を上げる,verb,communication,eiken2pre,0
327,advertise,宣伝する,verb,creation,eiken2pre,0
328,arrange,手配する,verb,creation,eiken2pre,0
329,create,～を創造する,verb,creation,eiken2pre,1
330,develop,〜を開発する,verb,creation,eiken2pre,1
331,establish,～を設立する,verb,creation,eiken2pre,0
332,exhibit,～を展示する,verb,creation,eiken2pre,0
333,film,撮影する,verb,creation,eiken2pre,1
334,improve,～を改良する,verb,creation,eiken2pre,1
335,make use of,～を利用する,verb,creation,eiken2pre,0
336,print out,～を印刷する,verb,creation,eiken2pre,0
337,record,～を記録する,verb,creation,eiken2pre,0
338,repair,～を修理する,verb,creation,eiken2pre,1
339,set up,～を設立する,verb,creation,eiken2pre,0
340,start up,〜を始める,verb,creation,eiken2pre,0
341,approach,～に接近する,verb,movement,eiken2pre,0
342,canoe,カヌーを漕ぐ,verb,movement,eiken2pre,0
343,check in,チェックインする,verb,movement,eiken2pre,0
344,check out,チェックアウトする,verb,movement,eiken2pre,0
345,come across,偶然出会う,verb,movement,eiken2pre,0
346,come down,降りてくる,verb,movement,eiken2pre,0
347,come to life,活気づく,verb,movement,eiken2pre,0
348,come up to,～のところまでくる,verb,movement,eiken2pre,0
349,cycle,自転車に乗る,verb,movement,eiken2pre,0
350,depart,出発する,verb,movement,eiken2pre,0
351,drop by,ひょいと立ち寄る,verb,movement,eiken2pre,0
352,drop in at,～にちょっと立ち寄る,verb,movement,eiken2pre,0
353,drop off,〜を降ろす,verb,movement,eiken2pre,0
354,float,漂う,verb,movement,eiken2pre,0
355,get around,広まる,verb,movement,eiken2pre,0
356,go against,～に反する,verb,movement,eiken2pre,0
357,go over,〜を見直す,verb,movement,eiken2pre,0
358,go through,〜を経験する,verb,movement,eiken2pre,0
359,go with,〜に似合う,verb,movement,eiken2pre,0
360,go wrong,うまくいかない,verb,movement,eiken2pre,0
361,head for,～へ向かう,verb,movement,eiken2pre,0
362,line up,列を作る,verb,movement,eiken2pre,0
363,march,行進する,verb,movement,eiken2pre,0
364,run after,～を追いかける,verb,movement,eiken2pre,0
365,run over,ちょっと行ってくる,verb,movement,eiken2pre,0
366,show up,現れる,verb,movement,eiken2pre,0
367,sled,そりで滑る,verb,movement,eiken2pre,0
368,slide,滑る,verb,movement,eiken2pre,0
369,slip,滑る,verb,movement,eiken2pre,0
370,stop by,立ち寄る,verb,movement,eiken2pre,0
371,ant,アリ,noun,animal,eiken2pre,1
372,bee,ミツバチ,noun,animal,eiken2pre,0
373,beetle,甲虫,noun,animal,eiken2pre,0
374,eagle,ワシ,noun,animal,eiken2pre,0
375,frog,カエル,noun,animal,eiken2pre,0
376,insect,虫,noun,animal,eiken2pre,1
377,jellyfish,クラゲ,noun,animal,eiken2pre,1
378,lobster,ロブスター,noun,animal,eiken2pre,1
379,oyster,牡蠣,noun,animal,eiken2pre,0
380,pigeon,ハト,noun,animal,eiken2pre,0
381,salmon,サケ,noun,animal,eiken2pre,0
382,shellfish,貝類,noun,animal,eiken2pre,0
383,shrimp,小エビ,noun,animal,eiken2pre,0
384,spider,クモ,noun,animal,eiken2pre,1
385,wolf,オオカミ,noun,animal,eiken2pre,0
386,allergy,アレルギー,noun,body,eiken2pre,0
387,cough,咳,noun,body,eiken2pre,1
388,cure,治療,noun,body,eiken2pre,0
389,diet,ダイエット,noun,body,eiken2pre,0
390,disease,病気,noun,body,eiken2pre,0
391,drug,薬,noun,body,eiken2pre,0
392,fitness,フィットネス,noun,body,eiken2pre,0
393,hearing,聴力,noun,body,eiken2pre,0
394,injury,負傷,noun,body,eiken2pre,0
395,muscle,筋肉,noun,body,eiken2pre,0
396,operation,手術,noun,body,eiken2pre,0
397,throat,のど,noun,body,eiken2pre,0
398,cotton,コットン,noun,clothing,eiken2pre,0
399,hairstyle,髪型,noun,clothing,eiken2pre,0
400,handbag,ハンドバッグ,noun,clothing,eiken2pre,0
401,jewelry,アクセサリー,noun,clothing,eiken2pre,0
402,leather,革,noun,clothing,eiken2pre,0
403,makeup,化粧,noun,clothing,eiken2pre,1
404,mask,マスク,noun,clothing,eiken2pre,0
405,necktie,ネクタイ,noun,clothing,eiken2pre,0
406,purse,ハンドバッグ,noun,clothing,eiken2pre,0
407,raincoat,レインコート,noun,clothing,eiken2pre,0
408,avocado,アボカド,noun,food,eiken2pre,1
409,bean,豆,noun,food,eiken2pre,0
410,blueberry,ブルーベリー,noun,food,eiken2pre,0
411,crop,作物,noun,food,eiken2pre,0
412,flavor,味,noun,food,eiken2pre,1
413,ginger,ショウガ,noun,food,eiken2pre,0
414,grocery,食料品,noun,food,eiken2pre,1
415,herb,ハーブ,noun,food,eiken2pre,0
416,honey,はちみつ,noun,food,eiken2pre,1
417,ketchup,ケチャップ,noun,food,eiken2pre,0
418,lime,ライム,noun,food,eiken2pre,0
419,pastry,焼き菓子,noun,food,eiken2pre,0
420,peanut,ピーナッツ,noun,food,eiken2pre,0
421,roll,ロールパン,noun,food,eiken2pre,0
422,sauce,ソース,noun,food,eiken2pre,1
423,spice,スパイス,noun,food,eiken2pre,0
424,backyard,裏庭,noun,home,eiken2pre,1
425,blanket,毛布,noun,home,eiken2pre,0
426,calculator,電卓,noun,home,eiken2pre,0
427,carpet,カーペット,noun,home,eiken2pre,0
428,conditioner,リンス,noun,home,eiken2pre,0
429,fence,柵,noun,home,eiken2pre,0
430,frame,額縁,noun,home,eiken2pre,0
431,heater,暖房装置,noun,home,eiken2pre,1
432,ink,インク,noun,home,eiken2pre,0
433,laundry,洗濯物,noun,home,eiken2pre,1
434,microwave,電子レンジ,noun,home,eiken2pre,0
435,pot,鍋,noun,home,eiken2pre,0
436,refrigerator,冷蔵庫,noun,home,eiken2pre,1
437,restroom,トイレ,noun,home,eiken2pre,0
438,shelf,棚,noun,home,eiken2pre,1
439,soap,石鹸,noun,home,eiken2pre,0
440,stove,ストーブ,noun,home,eiken2pre,0
441,wallpaper,壁紙,noun,home,eiken2pre,1
442,washing,洗濯,noun,home,eiken2pre,0
443,ancestor,祖先,noun,people,eiken2pre,0
444,audience,観衆,noun,people,eiken2pre,1
445,borrower,借り手,noun,people,eiken2pre,0
446,boyfriend,彼氏,noun,people,eiken2pre,1
447,businessman,実業家,noun,people,eiken2pre,0
448,citizen,市民,noun,people,eiken2pre,0
449,clown,ピエロ,noun,people,eiken2pre,0
450,co-worker,同僚,noun,people,eiken2pre,0
451,crew,乗務員,noun,people,eiken2pre,0
452,employee,従業員,noun,people,eiken2pre,0
453,fisherman,漁師,noun,people,eiken2pre,0
454,girlfriend,彼女,noun,people,eiken2pre,0
455,immigrant,移民,noun,people,eiken2pre,0
456,majority,大多数,noun,people,eiken2pre,0
457,nephew,甥,noun,people,eiken2pre,0
458,niece,姪,noun,people,eiken2pre,0
459,pal,友達,noun,people,eiken2pre,0
460,partner,パートナー,noun,people,eiken2pre,0
461,relative,親戚,noun,people,eiken2pre,1
462,rider,乗り手,noun,people,eiken2pre,0
463,senior,上級生,noun,people,eiken2pre,0
464,shopper,買い物客,noun,people,eiken2pre,1
465,smoker,喫煙者,noun,people,eiken2pre,0
466,stranger,見知らぬ人,noun,people,eiken2pre,0
467,teenager,ティーンエイジャー,noun,people,eiken2pre,0
468,user,使用者,noun,people,eiken2pre,0
469,victim,被害者,noun,people,eiken2pre,0
470,waitress,ウェイトレス,noun,people,eiken2pre,0
471,author,著者,noun,occupation,eiken2pre,0
472,baker,パンを焼く人,noun,occupation,eiken2pre,0
473,cleaner,清掃員,noun,occupation,eiken2pre,1
474,designer,デザイナー,noun,occupation,eiken2pre,0
475,diver,ダイバー,noun,occupation,eiken2pre,1
476,editor,編集者,noun,occupation,eiken2pre,0
477,engineer,エンジニア,noun,occupation,eiken2pre,0
478,entertainer,芸能人,noun,occupation,eiken2pre,0
479,expert,専門家,noun,occupation,eiken2pre,0
480,explorer,探検家,noun,occupation,eiken2pre,0
481,instructor,指導者,noun,occupation,eiken2pre,0
482,lawyer,弁護士,noun,occupation,eiken2pre,0
483,lifeguard,ライフガード,noun,occupation,eiken2pre,0
484,mayor,市長,noun,occupation,eiken2pre,0
485,painter,画家,noun,occupation,eiken2pre,0
486,planner,計画者,noun,occupation,eiken2pre,0
487,politician,政治家,noun,occupation,eiken2pre,0
488,professor,教授,noun,occupation,eiken2pre,1
489,researcher,研究者,noun,occupation,eiken2pre,0
490,runner,走る人,noun,occupation,eiken2pre,0
491,superhero,スーパーヒーロー,noun,occupation,eiken2pre,0
492,tutor,家庭教師,noun,occupation,eiken2pre,0
493,arena,競技場,noun,place,eiken2pre,0
494,avenue,大通り,noun,place,eiken2pre,0
495,campus,キャンパス,noun,place,eiken2pre,1
496,clinic,診療所,noun,place,eiken2pre,0
497,depot,車両基地,noun,place,eiken2pre,0
498,dormitory,寮,noun,place,eiken2pre,0
499,gallery,美術館,noun,place,eiken2pre,1
500,lobby,ロビー,noun,place,eiken2pre,0
501,location,場所,noun,place,eiken2pre,0
502,neighborhood,近所,noun,place,eiken2pre,1
503,outback,奥地,noun,place,eiken2pre,0
504,palace,宮殿,noun,place,eiken2pre,0
505,port,港,noun,place,eiken2pre,0
506,residence,住居,noun,place,eiken2pre,0
507,salon,美容院,noun,place,eiken2pre,1
508,shelter,避難所,noun,place,eiken2pre,0
509,site,用地,noun,place,eiken2pre,0
510,studio,スタジオ,noun,place,eiken2pre,0
511,workplace,職場,noun,place,eiken2pre,0
512,atmosphere,雰囲気,noun,nature,eiken2pre,0
513,bacteria,細菌,noun,nature,eiken2pre,0
514,bay,湾,noun,nature,eiken2pre,0
515,branch,枝,noun,nature,eiken2pre,0
516,chemical,化学物質,noun,nature,eiken2pre,0
517,climate,気候,noun,nature,eiken2pre,1
518,coast,海岸,noun,nature,eiken2pre,0
519,countryside,田舎,noun,nature,eiken2pre,0
520,desert,砂漠,noun,nature,eiken2pre,1
521,disaster,災害,noun,nature,eiken2pre,0
522,earth,地球,noun,nature,eiken2pre,1
523,earthquake,地震,noun,nature,eiken2pre,0
524,edge,縁,noun,nature,eiken2pre,0
525,electricity,電気,noun,nature,eiken2pre,0
526,forecast,予報,noun,nature,eiken2pre,0
527,fuel,燃料,noun,nature,eiken2pre,0
528,gasoline,ガソリン,noun,nature,eiken2pre,0
529,horn,角,noun,nature,eiken2pre,0
530,iron,鉄,noun,nature,eiken2pre,0
531,jungle,ジャングル,noun,nature,eiken2pre,0
532,liquid,液体,noun,nature,eiken2pre,0
533,metal,金属,noun,nature,eiken2pre,0
534,path,小道,noun,nature,eiken2pre,1
535,rainbow,虹,noun,nature,eiken2pre,0
